Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_184,184,496,0,0,0,0,0,61.875,122.125,184.000,1330.563,184,642.452,432.590,0,21.602,49.619,0.000,21.067,7.662,480.412,706.812,164.751,480.160,55.916
Track_189,189,546,0,0,0,0,0,68.125,123.875,192.000,1330.553,189,659.692,792.266,0,19.577,55.798,0.000,19.197,5.668,255.451,552.921,170.991,255.228,36.803
Track_195,195,6,1,17,0,0,0,2.750,122.250,125.000,1.928,195,795.272,802.254,0,2.870,5.562,0.858,2.102,2.248,134.371,136.238,129.895,135.976,2.410
Track_197,197,249,0,0,0,0,0,31.000,124.750,155.750,758.545,197,965.563,291.439,0,24.498,49.621,5.200,23.255,7.997,508.885,637.242,234.917,510.860,39.959
Track_199,199,16,0,0,0,0,0,1.875,125.000,126.875,6.828,199,479.616,390.211,0,3.915,7.537,1.035,3.486,1.894,124.435,132.680,111.765,126.603,6.703
Track_200,200,17,0,0,0,0,0,2.000,125.125,127.125,31.750,200,866.293,774.965,0,15.889,17.861,13.813,16.108,1.095,181.778,227.887,115.882,188.165,36.699
Track_206,206,186,2,3,0,0,0,23.625,127.875,151.500,435.603,206,1103.868,775.193,0,18.647,72.517,4.175,18.508,6.659,203.877,304.996,110.044,214.561,46.092
Track_212,212,457,0,0,0,0,0,57.000,130.250,187.250,1330.596,212,632.201,820.511,0,23.408,53.765,0.000,22.037,9.268,575.947,734.579,248.062,585.673,44.477
Track_213,213,450,0,0,0,0,0,56.125,131.000,187.125,1330.551,213,656.225,643.503,0,23.735,56.880,0.000,22.927,8.024,551.259,728.569,283.149,552.339,38.120
Track_215,215,12,1,11,0,0,0,2.750,132.875,135.625,2.088,215,535.069,837.476,0,5.058,8.816,2.017,4.148,2.549,115.340,119.115,110.185,116.363,2.807
Track_219,219,62,20,17,0,0,0,22.125,134.875,157.000,0.324,219,383.251,330.560,0,0.286,2.824,0.007,0.214,0.384,141.978,143.259,139.894,142.088,0.717
Track_223,223,506,0,0,0,0,0,63.125,137.500,200.625,1330.550,223,681.481,281.970,0,21.122,56.475,0.000,20.172,6.572,366.697,547.183,218.913,359.686,51.094
Track_232,232,1265,1,1,0,0,0,158.125,141.750,299.875,17.406,232,1271.570,936.406,0,0.557,21.294,0.007,0.332,1.373,204.291,255.190,122.444,203.853,6.847
Track_234,234,24,2,1,0,0,0,3.125,142.125,145.250,68.299,234,972.822,698.276,0,22.026,29.115,16.836,21.830,3.306,133.981,182.361,110.071,133.039,18.065
Track_236,236,152,0,0,0,0,0,18.875,142.750,161.625,403.896,236,1120.963,832.103,0,21.422,41.303,12.588,20.962,5.092,253.479,343.097,207.629,253.066,20.215
Track_237,237,790,0,0,0,0,0,98.625,145.500,244.125,1330.563,237,819.995,591.070,0,13.554,48.863,0.000,15.441,9.303,216.098,491.408,120.246,223.253,36.875
